,title,url,publishedAt,FinBERT score
1004,F&O Cues: DIIs net long in Nifty highest in 2 months; futures premium sink,https://www.business-standard.com/markets/news/f-o-cues-diis-net-long-in-nifty-highest-in-2-months-futures-premium-sink-124090300097_1.html,2024-09-03T03:53:56Z,0.0
1005,"Buy VRL Logistics, target price Rs 660: Motilal Oswal",https://economictimes.indiatimes.com/markets/stocks/recos/buy-vrl-logistics-target-price-rs-660-motilal-oswal/articleshow/113009871.cms,2024-09-03T03:51:55Z,0.0
1006,"Naturewings Holidays IPO opens today: Check issue size, price band, GMP among other details",https://economictimes.indiatimes.com/markets/ipos/fpos/naturewings-holidays-ipo-opens-today-check-issue-size-price-band-gmp-among-other-details/articleshow/113009807.cms,2024-09-03T03:49:37Z,0.0
1007,"Buy Grasim Industries, target price Rs 3160: Motilal Oswal",https://economictimes.indiatimes.com/markets/stocks/recos/buy-grasim-industries-target-price-rs-3160-motilal-oswal/articleshow/113009769.cms,2024-09-03T03:48:17Z,0.0
1008,"Stocks to buy today: SBI, Britannia among top 6 trading ideas for 3 September 2024",https://economictimes.indiatimes.com/markets/stocks/news/stocks-to-buy-today-sbi-britannia-among-top-6-trading-ideas-for-3-september-2024/articleshow/113009711.cms,2024-09-03T03:45:40Z,0.0
1009,"Buy LG Balakrishnan & Bros, target price Rs 1620: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-lg-balakrishnan-amp-bros-target-price-rs-1620-hdfc-securities/articleshow/113009673.cms,2024-09-03T03:44:28Z,0.0
1010,Deal: Marriott Bonvoy offering 50% Discount on Dining and 25% Discount on Spa treatments across India,https://livefromalounge.com/dining-spa-discounts-marriott-hotels/,2024-09-03T03:40:38Z,0.0
1011,Presence of women directors in active companies grew three-fold in last 10 years: Nirmala Sitharaman,https://economictimes.indiatimes.com/news/company/corporate-trends/presence-of-women-directors-in-active-companies-grew-three-fold-in-last-10-years-nirmala-sitharaman/articleshow/113073588.cms,2024-09-04T21:09:20Z,0.0
1012,"10 bold predictions for 2024 NFL season, including Garrett Wilson's monster year and Daniel Jones' resurgence",https://sny.tv/articles/10-bold-predictions-2024-nfl-season-jets-giants,2024-09-04T19:49:08Z,0.0
1013,Missing Circle to Search on your work phone? Here’s why,https://www.androidauthority.com/circle-to-search-disabled-3478353/,2024-09-04T19:13:04Z,0.0
1014,Get a Sneak Peek of Our New NIH Grants and Funding Site — Coming Soon!,https://nexus.od.nih.gov/all/2024/09/04/get-a-sneak-peek-of-our-new-nih-grants-and-funding-site-coming-soon/,2024-09-04T18:58:50Z,0.0
1015,Deals & disputes drive India Inc legal spends up by 17% in FY24; RIL & Sun Pharma top spenders,https://economictimes.indiatimes.com/industry/banking/finance/deals-disputes-drive-india-inc-legal-spends-up-by-17-in-fy24-ril-sun-pharma-top-spenders/articleshow/113072556.cms,2024-09-04T18:27:18Z,0.0
1016,Windows 11 gets a gamepad keyboard for Xbox controllers in preview - a good sign for handhelds?,https://www.tweaktown.com/news/100337/windows-11-gets-gamepad-keyboard-for-xbox-controllers-in-preview-good-sign-handhelds/index.html,2024-09-04T18:00:02Z,0.0
1017,This new passive fund tracks the tourism theme: Should you invest?,https://www.thehindubusinessline.com/portfolio/mutual-funds/this-new-passive-fund-tracks-the-tourism-theme-should-you-invest/article68605293.ece,2024-09-04T17:55:50Z,0.0
1018,"Beetlejuice Beetlejuice review: Burton's giddy, ghoulish treat has a tremendous cast, but what’s the point?",https://www.independent.ie/entertainment/movies/movie-reviews/beetlejuice-beetlejuice-review-burtons-giddy-ghoulish-treat-has-a-tremendous-cast-but-whats-the-point/a1591761789.html,2024-09-04T17:30:00Z,0.0
1019,Ahead of Market: 10 things that will decide stock action on Thursday,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-action-on-thursday/articleshow/113069846.cms,2024-09-04T15:31:39Z,0.0
1020,Shop the 8 best mobility scooters of 2024,https://nypost.com/shopping/best-mobility-scooters/,2024-09-04T15:24:43Z,0.0
1021,"Market Trading Guide: Mazagon Dock Shipbuilders, Bharti Airtel among 8 stock recommendations for Thursday",https://m.economictimes.com/markets/stocks/news/market-trading-guide-mazagon-dock-shipbuilders-bharti-airtel-among-8-stock-recommendations-for-thursday/stock-ideas/slideshow/113069446.cms,2024-09-04T15:03:46Z,0.0
1022,ET Market Watch: 5 key factors behind the halt in Nifty's 14-day winning streak,https://economictimes.indiatimes.com/markets/stocks/etmarkets-podcast/et-market-watch-5-key-factors-behind-the-halt-in-niftys-14-day-winning-streak/podcast/113068971.cms,2024-09-04T14:47:48Z,0.0
1023,"As Star Wars Outlaws 'no-loading' screens come under scrutiny, its director already reminded us that having seamless planetary flying would've been lots of work for little payoff",https://www.gamesradar.com/games/action/as-star-wars-outlaws-no-loading-screens-come-under-scrutiny-its-director-already-reminded-us-that-having-seamless-planetary-flying-wouldve-been-lots-of-work-for-little-payoff/,2024-09-04T14:38:13Z,0.0
1024,Staph's Achilles' heel may hinge on its choice of food,https://phys.org/news/2024-09-staph-achilles-heel-hinge-choice.html,2024-09-04T14:34:04Z,0.0
1025,Sona Comstar sets QIP floor price at Rs 699.01 per share,https://economictimes.indiatimes.com/markets/stocks/news/sona-comstar-sets-qip-floor-price-at-rs-699-01-per-share/articleshow/113068651.cms,2024-09-04T14:30:31Z,0.0
1026,"How To Unlock World Of Warcraft's Newest Race, The Earthen",https://kotaku.com/world-of-warcraft-the-war-within-unlock-earthen-race-1851639349,2024-09-04T14:30:00Z,0.0
1027,"September seasonality weighs on SBI, other PSU bank stocks. Should you buy, hold or sell?",https://economictimes.indiatimes.com/markets/stocks/news/september-seasonality-weighs-on-sbi-other-psu-bank-stocks-should-you-buy-hold-or-sell/articleshow/113067771.cms,2024-09-04T13:36:21Z,0.0
1028,"Sensex, Nifty plunge amid weak trends in global markets",https://www.thehindubusinessline.com/multimedia/video/stock-markets-plunge-amid-weak-trends-in-global-markets/article68605558.ece,2024-09-04T13:35:08Z,-0.7984445095062256
1029,Acer's Project DualPlay is a truly wild gaming laptop with a built-in controller,https://slashdot.org/firehose.pl?op=view&amp;id=174917246,2024-09-04T13:12:30Z,0.0
1030,Tech View: Dips towards 25k can be buying opportunities. Here’s how to trade on Thursday,https://economictimes.indiatimes.com/markets/stocks/news/tech-view-dips-towards-25k-can-be-buying-opportunities-heres-how-to-trade-on-thursday/articleshow/113067241.cms,2024-09-04T13:11:50Z,0.0
1031,iPhone 16 Pro to feature sleek new button? Here’s what it could do,https://www.pockettactics.com/iphone-16-capture-button,2024-09-04T13:09:03Z,0.0
1032,[Removed],https://removed.com,2024-09-04T13:00:27Z,0.0
1033,Nifty snaps 14-day streak on weak global cues,https://www.business-standard.com/markets/capital-market-news/nifty-snaps-14-day-streak-on-weak-global-cues-124090401001_1.html,2024-09-04T12:34:00Z,0.0
1034,Share market update: Most active stocks of the day in terms of traded value,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/113064903.cms,2024-09-04T11:56:46Z,0.0
1035,Stock market update: Sugar stocks down as market falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-down-as-market-falls/articleshow/113064785.cms,2024-09-04T11:51:40Z,-0.8201538920402527
1036,Stock market update: Power stocks down as market falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/articleshow/113064601.cms,2024-09-04T11:46:34Z,-0.7279139161109924
1037,INR slips below 84/$ mark amid falling equities,https://www.business-standard.com/markets/capital-market-news/inr-slips-below-84-mark-amid-falling-equities-124090400882_1.html,2024-09-04T11:44:00Z,-0.8470885753631592
1038,Stock market update: Nifty IT index falls 0.94%,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-94/articleshow/113064464.cms,2024-09-04T11:41:28Z,0.0
1039,"Gainers & Losers: GIC Re, Mazagon Dock among 11 stocks in limelight on Wednesday",https://m.economictimes.com/markets/web-stories/gainers-amp-losers-gic-re-mazagon-dock-among-11-stocks-in-limelight-on-wednesday/slideshow/113064387.cms,2024-09-04T11:38:57Z,0.0
1040,Stock market update: Stocks that hit 52-week lows on NSE in today's trade,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse-in-todays-trade/articleshow/113064269.cms,2024-09-04T11:36:23Z,-0.5542284846305847
1041,Stock market update: Nifty Realty index advances 0.65%,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-realty-index-advances-0-65/articleshow/113064112.cms,2024-09-04T11:31:17Z,0.0
1042,HSBC Mutual Fund unveils new export-themed equity scheme: Check details,https://www.business-standard.com/finance/personal-finance/hsbc-mutual-fund-unveils-new-export-themed-equity-scheme-check-details-124090400775_1.html,2024-09-04T11:30:10Z,0.0
1043,Stock market update: FMCG stocks up as market falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-up-as-market-falls/articleshow/113063929.cms,2024-09-04T11:26:05Z,-0.6315304636955261
1044,Stock market update: Nifty Auto index falls 0.39%,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-falls-0-39/articleshow/113063735.cms,2024-09-04T11:20:59Z,0.0
1045,Share market update: Most active stocks in today's market in terms of volume,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-in-todays-market-in-terms-of-volume/articleshow/113063591.cms,2024-09-04T11:15:52Z,0.0
1046,Sensex falls! These stocks fell 5% or more in Wednesday's session,https://economictimes.indiatimes.com/markets/stocks/stock-watch/sensex-falls-these-stocks-fell-5-or-more-in-wednesdays-session/articleshow/113063437.cms,2024-09-04T11:10:46Z,-0.8407045602798462
1047,Markets close mixed as Nifty touches new high amid sector rotations,https://www.thehindubusinessline.com/markets/stock-markets/markets-close-mixed-as-nifty-touches-new-high-amid-sector-rotations/article68604878.ece,2024-09-04T11:08:25Z,0.0
1048,Adani Enterprises' maiden retail bond fully subscribed,https://economictimes.indiatimes.com/markets/bonds/adani-enterprises-maiden-retail-bond-fully-subscribed/articleshow/113063157.cms,2024-09-04T11:01:20Z,0.0
1049,Stock market update: Mining stocks down as market falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-falls/articleshow/113063113.cms,2024-09-04T11:00:35Z,-0.813528835773468
1050,Rupee falls 4 paise to close at 84.02 against US dollar,https://www.thehindubusinessline.com/economy/rupee-falls-4-paise-to-close-at-8402-against-us-dollar/article68604886.ece,2024-09-04T10:52:13Z,-0.5253748297691345
1051,Stock market update: Fertilisers stocks down as market falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-down-as-market-falls/articleshow/113062826.cms,2024-09-04T10:50:27Z,-0.7659481167793274
1052,Stock market update: Stocks that hit 52-week highs on NSE in today's trade,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse-in-todays-trade/articleshow/113062690.cms,2024-09-04T10:45:22Z,0.0
1053,Stock market update: Nifty Bank index falls 0.56%,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-falls-0-56/articleshow/113062273.cms,2024-09-04T10:35:13Z,0.0
1054,Rupee falls 4 paise to close at 84.02 against US dollar,https://timesofindia.indiatimes.com/business/india-business/rupee-falls-4-paise-to-close-at-84-02-against-us-dollar/articleshow/113062065.cms,2024-09-04T10:34:50Z,0.0
1055,Star Health eyes 10-15% price hike across select products: Anand Roy,https://economictimes.indiatimes.com/markets/expert-view/star-health-eyes-10-15-price-hike-across-select-products-anand-roy-star-health/articleshow/113061708.cms,2024-09-04T10:31:04Z,0.0
1056,Stock market update: Nifty Pharma index advances 0.74%,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-pharma-index-advances-0-74/articleshow/113062016.cms,2024-09-04T10:30:08Z,0.0
1057,Quick Wrap: Nifty PSU Bank Index registers a drop of 1.69%,https://www.business-standard.com/markets/capital-market-news/quick-wrap-nifty-psu-bank-index-registers-a-drop-of-1-69-124090401000_1.html,2024-09-04T10:30:00Z,-0.7819123864173889
1058,"Sensex, Nifty end lower amid global cues; PSU bank shares slides; VIX rallies 3.86%",https://www.business-standard.com/markets/capital-market-news/sensex-nifty-end-lower-amid-global-cues-psu-bank-shares-slides-vix-rallies-3-86-124090400740_1.html,2024-09-04T10:21:00Z,0.0
1059,"Sensex, Nifty ends with minor losses; PSU bank shares slides; VIX rallies 3.86%",https://www.business-standard.com/markets/capital-market-news/sensex-nifty-ends-with-minor-losses-psu-bank-shares-slides-vix-rallies-3-86-124090400740_1.html,2024-09-04T10:21:00Z,-0.48834142088890076
1060,Asian Stocks Plunge as AI Valuation Worry Hurts Chipmakers,https://financialpost.com/pmn/business-pmn/asian-stocks-plunge-as-ai-valuation-worry-hurts-chipmakers,2024-09-04T10:09:33Z,-0.7417812943458557
1061,Motilal Oswal launches India's first 500 Momentum 50 Index fund: Details,https://www.business-standard.com/finance/personal-finance/motilal-oswal-launches-india-s-first-500-momentum-50-index-fund-details-124090400611_1.html,2024-09-04T09:50:16Z,0.0
1062,PSU mutual funds offer an average of 85% return in one year. Did you invest?,https://m.economictimes.com/mf/analysis/psu-mutual-funds-offer-an-average-of-85-return-in-one-year-did-you-invest/articleshow/113060419.cms,2024-09-04T09:49:30Z,0.0
1063,Huawei’s tri-folding phone ‘Mate XT’ hands-on image leaks; Sep. 10 launch confirmed,https://www.yugatech.com/news/huaweis-tri-folding-phone-mate-xt-sep-10-launch-confirmed/,2024-09-04T09:48:07Z,0.0
1064,Expert warns people of the seven major 'red flag' traits of a narcissist you should look out for,https://www.ladbible.com/news/health/narcissism-expert-seven-red-flags-warning-signs-084678-20240904,2024-09-04T09:02:27Z,0.0
1065,Indices trim some losses; auto shares slides for 3rd day,https://www.business-standard.com/markets/capital-market-news/indices-trim-some-losses-auto-shares-slides-for-3rd-day-124090400597_1.html,2024-09-04T09:02:00Z,0.0
1066,Piramal Pharma hits record high in weak market; surges 12% on heavy volumes,https://www.business-standard.com/markets/news/piramal-pharma-hits-record-high-in-weak-market-surges-12-on-heavy-volumes-124090400529_1.html,2024-09-04T08:50:00Z,0.0
1067,Earnings may keep market buoyant amid high valuations: Devender Singhal,https://economictimes.indiatimes.com/markets/expert-view/earnings-may-keep-market-buoyant-amid-high-valuations-devender-singhal/articleshow/113057741.cms,2024-09-04T08:41:03Z,0.0
1068,Shares of Mphasis fall as Nifty drops,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-mphasis-fall-as-nifty-drops/articleshow/113057854.cms,2024-09-04T08:39:39Z,-0.7614262104034424
1069,Information Technology shares fall,https://www.business-standard.com/markets/capital-market-news/information-technology-shares-fall-124090400562_1.html,2024-09-04T08:30:00Z,0.0
1070,Metal stocks slide,https://www.business-standard.com/markets/capital-market-news/metal-stocks-slide-124090400560_1.html,2024-09-04T08:30:00Z,0.0
1071,Telecom shares fall,https://www.business-standard.com/markets/capital-market-news/telecom-shares-fall-124090400563_1.html,2024-09-04T08:30:00Z,0.0
1072,These 5 BSE A-group stocks look weak on charts; can slide up to 17%,https://www.business-standard.com/markets/news/these-5-bse-a-group-stocks-look-weak-on-charts-can-slide-up-to-17-124090400504_1.html,2024-09-04T08:23:37Z,-0.8712631464004517
1073,Is a significant market correction on the cards? Rohit Srivastava answers,https://economictimes.indiatimes.com/markets/expert-view/is-a-significant-market-correction-on-the-cards-rohit-srivastava-answers/articleshow/113056843.cms,2024-09-04T08:16:39Z,0.0
1074,Shares of PNB fall as Nifty drops,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-pnb-fall-as-nifty-drops/articleshow/113056638.cms,2024-09-04T08:04:12Z,-0.5348904728889465
1075,Barometers trade with modest losses; European mkt slides,https://www.business-standard.com/markets/capital-market-news/barometers-trade-with-modest-losses-european-mkt-slides-124090400510_1.html,2024-09-04T08:03:00Z,0.0
1076,Best Safety Gear Of 2024,https://backpackers.com/blog/best-safety-gear-of-2024/,2024-09-04T08:00:49Z,0.0
1077,REC shares fall 1.06% as Nifty drops,https://economictimes.indiatimes.com/markets/stocks/stock-watch/rec-shares-fall-1-06-as-nifty-drops/articleshow/113056474.cms,2024-09-04T07:59:06Z,-0.8272188305854797
1078,Share price of Tata Elxsi falls as Nifty weakens,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-tata-elxsi-falls-as-nifty-weakens/articleshow/113056308.cms,2024-09-04T07:53:58Z,0.0
1079,"Sensex, Nifty plunge amid global market weakness; IT stocks lead decline",https://www.thehindubusinessline.com/markets/stock-markets/sensex-nifty-plunge-amid-global-market-weakness-it-stocks-lead-decline/article68604383.ece,2024-09-04T07:50:01Z,-0.8573224544525146
1080,Varun Beverages shares up 0.05% as Nifty drops,https://economictimes.indiatimes.com/markets/stocks/stock-watch/varun-beverages-shares-up-0-05-as-nifty-drops/articleshow/113056090.cms,2024-09-04T07:48:51Z,0.0
1081,GAIL share price down 1.44 per cent,https://economictimes.indiatimes.com/markets/stocks/stock-watch/gail-share-price-down-1-44-per-cent/articleshow/113055741.cms,2024-09-04T07:38:41Z,-0.752578616142273
1082,Hindustan Unilever Ltd gains for third straight session,https://www.business-standard.com/markets/capital-market-news/hindustan-unilever-ltd-gains-for-third-straight-session-124090400559_1.html,2024-09-04T07:35:00Z,0.0
1083,Shriram Finance share price down 1.27 per cent,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shriram-finance-share-price-down-1-27-per-cent/articleshow/113055598.cms,2024-09-04T07:33:33Z,-0.856437087059021
1084,"Hero MotoCorp Ltd spurts 0.16%, up for five straight sessions",https://www.business-standard.com/markets/capital-market-news/hero-motocorp-ltd-spurts-0-16-up-for-five-straight-sessions-124090400445_1.html,2024-09-04T07:30:00Z,0.0
1085,Bajaj Finserv Ltd gains for fifth session,https://www.business-standard.com/markets/capital-market-news/bajaj-finserv-ltd-gains-for-fifth-session-124090400446_1.html,2024-09-04T07:30:00Z,0.0
1086,Sanofi India Ltd up for fifth session,https://www.business-standard.com/markets/capital-market-news/sanofi-india-ltd-up-for-fifth-session-124090400461_1.html,2024-09-04T07:30:00Z,0.0
1087,Adani Power shares drop 0.93% as Sensex falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/adani-power-shares-drop-0-93-as-sensex-falls/articleshow/113055423.cms,2024-09-04T07:28:28Z,-0.8450990915298462
1088,Vedanta shares fall 1.28% as Nifty drops,https://economictimes.indiatimes.com/markets/stocks/stock-watch/vedanta-shares-fall-1-28-as-nifty-drops/articleshow/113054821.cms,2024-09-04T07:13:17Z,-0.7857605218887329
1089,Share price of DLF falls as Nifty weakens,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-dlf-falls-as-nifty-weakens/articleshow/113054657.cms,2024-09-04T07:08:12Z,0.0
1090,Indices turn rangebound; metal shares slide; VIX rises 3.93%,https://www.business-standard.com/markets/capital-market-news/indices-turn-rangebound-metal-shares-slide-vix-rises-3-93-124090400422_1.html,2024-09-04T07:06:00Z,0.0
1091,Shares of Voltas fall as Nifty drops,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-voltas-fall-as-nifty-drops/articleshow/113054504.cms,2024-09-04T07:03:06Z,-0.8706836104393005
1092,Oil stocks drop up to 5% as crude prices plummet,https://economictimes.indiatimes.com/markets/stocks/news/oil-stocks-drop-up-to-5-as-crude-prices-plummet/articleshow/113054391.cms,2024-09-04T06:59:35Z,-0.8262074589729309
1093,Bharat Forge shares rise 1.0% as Nifty drops,https://economictimes.indiatimes.com/markets/stocks/stock-watch/bharat-forge-shares-rise-1-0-as-nifty-drops/articleshow/113054352.cms,2024-09-04T06:58:00Z,0.0
1094,Tube Investments shares up 0.18% as Nifty drops,https://economictimes.indiatimes.com/markets/stocks/stock-watch/tube-investments-shares-up-0-18-as-nifty-drops/articleshow/113054224.cms,2024-09-04T06:52:53Z,0.3808134198188782
1095,Divis Labs shares gain 0.26% as Sensex falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/divis-labs-shares-gain-0-26-as-sensex-falls/articleshow/113053999.cms,2024-09-04T06:47:46Z,0.0
1096,"Indigo Paints, Asian Paints rally up to 6% amid declining crude prices",https://economictimes.indiatimes.com/markets/stocks/news/paint-stocks-rally-up-to-6-amid-declining-crude-prices/articleshow/113053991.cms,2024-09-04T06:47:31Z,-0.47076675295829773
1097,Chola Inv Finance shares down 1.16% as Nifty drops,https://economictimes.indiatimes.com/markets/stocks/stock-watch/chola-inv-finance-shares-down-1-16-as-nifty-drops/articleshow/113053394.cms,2024-09-04T06:32:27Z,-0.9218233227729797
1098,Indian Hotels shares fall 0.19% as Nifty drops,https://economictimes.indiatimes.com/markets/stocks/stock-watch/indian-hotels-shares-fall-0-19-as-nifty-drops/articleshow/113053236.cms,2024-09-04T06:27:19Z,-0.9260883331298828
1099,Shares of Crompton Greaves fall as Nifty drops,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-crompton-greaves-fall-as-nifty-drops/articleshow/113053102.cms,2024-09-04T06:22:14Z,-0.6326870918273926
1100,Avenue Supermart shares gain 0.89% as Sensex falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/avenue-supermart-shares-gain-0-89-as-sensex-falls/articleshow/113052869.cms,2024-09-04T06:17:08Z,0.0
1101,ACC shares up 0.34% as Nifty falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/acc-shares-up-0-34-as-nifty-falls/articleshow/113052507.cms,2024-09-04T06:06:57Z,-0.5420591235160828
1102,Sensex tumbles 432 pts; IT shares under pressure,https://www.business-standard.com/markets/capital-market-news/sensex-tumbles-432-pts-it-shares-under-pressure-124090400364_1.html,2024-09-04T06:04:00Z,0.0
1103,Lupin shares up 0.52% as Nifty drops,https://economictimes.indiatimes.com/markets/stocks/stock-watch/lupin-shares-up-0-52-as-nifty-drops/articleshow/113052395.cms,2024-09-04T06:01:49Z,-0.4770055413246155
1104,Share price of Godrej Consumer falls as Nifty weakens,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-godrej-consumer-falls-as-nifty-weakens/articleshow/113052290.cms,2024-09-04T05:56:44Z,-0.6542423963546753
1105,Stock market update: Fertilisers stocks mixed as market falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-mixed-as-market-falls/articleshow/113052255.cms,2024-09-04T05:55:27Z,-0.5048719048500061
1106,ICICI Lombard shares rise 0.51% as Nifty drops,https://economictimes.indiatimes.com/markets/stocks/stock-watch/icici-lombard-shares-rise-0-51-as-nifty-drops/articleshow/113052160.cms,2024-09-04T05:51:39Z,0.0
1107,Stock market update: Stocks that hit 52-week highs on NSE,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse/articleshow/113052128.cms,2024-09-04T05:50:21Z,0.0
1108,"Stock market outlook: Here's why Sensex, Nifty can fall in September",https://www.business-standard.com/markets/news/stock-market-outlook-trading-guide-for-sensex-nifty-key-sectoral-indices-124090400295_1.html,2024-09-04T05:47:57Z,0.0
1109,11 passive mutual funds lost over 2% in August. Have you invested in any?,https://m.economictimes.com/mf/analysis/11-passive-mutual-funds-lost-over-2-in-august-have-you-invested-in-any/articleshow/113052023.cms,2024-09-04T05:46:50Z,0.0
1110,HDFC AMC shares gain 0.01% as Sensex falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/hdfc-amc-shares-gain-0-01-as-sensex-falls/articleshow/113052022.cms,2024-09-04T05:46:32Z,0.0
1111,Presence of women directors in active companies grew three-fold in last 10 years: Nirmala Sitharaman,https://economictimes.indiatimes.com/news/company/corporate-trends/presence-of-women-directors-in-active-companies-grew-three-fold-in-last-10-years-nirmala-sitharaman/articleshow/113073588.cms,2024-09-04T21:09:20Z,0.0
1112,"10 bold predictions for 2024 NFL season, including Garrett Wilson's monster year and Daniel Jones' resurgence",https://sny.tv/articles/10-bold-predictions-2024-nfl-season-jets-giants,2024-09-04T19:49:08Z,0.0
1113,Missing Circle to Search on your work phone? Here’s why,https://www.androidauthority.com/circle-to-search-disabled-3478353/,2024-09-04T19:13:04Z,0.0
1114,Get a Sneak Peek of Our New NIH Grants and Funding Site — Coming Soon!,https://nexus.od.nih.gov/all/2024/09/04/get-a-sneak-peek-of-our-new-nih-grants-and-funding-site-coming-soon/,2024-09-04T18:58:50Z,0.0
1115,Deals & disputes drive India Inc legal spends up by 17% in FY24; RIL & Sun Pharma top spenders,https://economictimes.indiatimes.com/industry/banking/finance/deals-disputes-drive-india-inc-legal-spends-up-by-17-in-fy24-ril-sun-pharma-top-spenders/articleshow/113072556.cms,2024-09-04T18:27:18Z,0.0
1116,Windows 11 gets a gamepad keyboard for Xbox controllers in preview - a good sign for handhelds?,https://www.tweaktown.com/news/100337/windows-11-gets-gamepad-keyboard-for-xbox-controllers-in-preview-good-sign-handhelds/index.html,2024-09-04T18:00:02Z,0.0
1117,This new passive fund tracks the tourism theme: Should you invest?,https://www.thehindubusinessline.com/portfolio/mutual-funds/this-new-passive-fund-tracks-the-tourism-theme-should-you-invest/article68605293.ece,2024-09-04T17:55:50Z,0.0
1118,"Beetlejuice Beetlejuice review: Burton's giddy, ghoulish treat has a tremendous cast, but what’s the point?",https://www.independent.ie/entertainment/movies/movie-reviews/beetlejuice-beetlejuice-review-burtons-giddy-ghoulish-treat-has-a-tremendous-cast-but-whats-the-point/a1591761789.html,2024-09-04T17:30:00Z,0.0
1119,Ahead of Market: 10 things that will decide stock action on Thursday,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-action-on-thursday/articleshow/113069846.cms,2024-09-04T15:31:39Z,0.0
1120,Shop the 8 best mobility scooters of 2024,https://nypost.com/shopping/best-mobility-scooters/,2024-09-04T15:24:43Z,0.0
1121,"Market Trading Guide: Mazagon Dock Shipbuilders, Bharti Airtel among 8 stock recommendations for Thursday",https://m.economictimes.com/markets/stocks/news/market-trading-guide-mazagon-dock-shipbuilders-bharti-airtel-among-8-stock-recommendations-for-thursday/stock-ideas/slideshow/113069446.cms,2024-09-04T15:03:46Z,0.0
1122,ET Market Watch: 5 key factors behind the halt in Nifty's 14-day winning streak,https://economictimes.indiatimes.com/markets/stocks/etmarkets-podcast/et-market-watch-5-key-factors-behind-the-halt-in-niftys-14-day-winning-streak/podcast/113068971.cms,2024-09-04T14:47:48Z,0.0
1123,"As Star Wars Outlaws 'no-loading' screens come under scrutiny, its director already reminded us that having seamless planetary flying would've been lots of work for little payoff",https://www.gamesradar.com/games/action/as-star-wars-outlaws-no-loading-screens-come-under-scrutiny-its-director-already-reminded-us-that-having-seamless-planetary-flying-wouldve-been-lots-of-work-for-little-payoff/,2024-09-04T14:38:13Z,0.0
1124,Staph's Achilles' heel may hinge on its choice of food,https://phys.org/news/2024-09-staph-achilles-heel-hinge-choice.html,2024-09-04T14:34:04Z,0.0
1125,Sona Comstar sets QIP floor price at Rs 699.01 per share,https://economictimes.indiatimes.com/markets/stocks/news/sona-comstar-sets-qip-floor-price-at-rs-699-01-per-share/articleshow/113068651.cms,2024-09-04T14:30:31Z,0.0
1126,"How To Unlock World Of Warcraft's Newest Race, The Earthen",https://kotaku.com/world-of-warcraft-the-war-within-unlock-earthen-race-1851639349,2024-09-04T14:30:00Z,0.0
1127,"September seasonality weighs on SBI, other PSU bank stocks. Should you buy, hold or sell?",https://economictimes.indiatimes.com/markets/stocks/news/september-seasonality-weighs-on-sbi-other-psu-bank-stocks-should-you-buy-hold-or-sell/articleshow/113067771.cms,2024-09-04T13:36:21Z,0.0
