,description,url,publishedAt,FinBERT score
1393,The stock quoted a 52-week high of Rs 1986.55 and a 52-week low of Rs 1233.1.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/havells-india-shares-drop-0-49-as-sensex-falls/articleshow/113115765.cms,2024-09-06T06:12:16Z,-0.8868946433067322
1394,"At 11:30 IST, the barometer index, the barometer index, the S&P BSE Sensex, slumped 853.33 points or 1.03% to 81,358.67. The Nifty 50 index slipped 247.70 points or 0.99% to 24,902.65.",https://www.business-standard.com/markets/capital-market-news/sensex-slumps-853-pts-oil-gas-shares-slides-for-4th-day-124090600331_1.html,2024-09-06T06:03:00Z,-0.5168030261993408
1395,"A total of 9,151 shares changed hands on the counter till 11:26AM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-interglobe-falls-as-nifty-weakens/articleshow/113115332.cms,2024-09-06T05:56:55Z,0.0
1396,"The index heavyweights that pulled the BSE Sensex down in terms of contribution to the index included SBI, Reliance Industries, HCL Tech, ICICI BANK, Larsen & Toubro, and Infosys fell up to 1 per cent: stock market crash",https://www.business-standard.com/markets/news/here-s-why-sensex-fell-900-pts-nifty-slipped-below-24-900-intraday-today-124090600281_1.html,2024-09-06T05:55:04Z,-0.7714436650276184
1397,The stock quoted a 52-week high price of Rs 470.85 and low of Rs 230.75.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/tata-power-shares-down-0-65-as-nifty-falls/articleshow/113115147.cms,2024-09-06T05:51:49Z,-0.931048572063446
1398,"Ongc Share Price Today : On the last trading day, ONGC’s stock opened at  ₹311.95 and closed at  ₹306.70. The stock reached a high of  ₹312.90 and a low of  ₹303.75 during the session.",https://www.livemint.com/companies/oil-natural-gas-corporation-share-are-down-by-1-53-nifty-down-by-095-11725601778595.html,2024-09-06T05:49:38Z,-0.9244648814201355
1399,"Indian Railway Finance Corporation Share Price Today : On the last trading day, Indian Railway Finance Corporation (IRFC) opened at  ₹173.25 and closed at  ₹170.10. The stock reached a high of  ₹174.10 and a low of  ₹168.15 during the day. Overall, the stock …",https://www.livemint.com/companies/indian-railway-finance-corporation-share-are-down-by-1-96-nifty-down-by-095-11725601776373.html,2024-09-06T05:49:36Z,-0.9257578253746033
1400,"Varun Beverages Share Price Today : On the last trading day, Varun Beverages opened at  ₹1514.95 and closed at  ₹1499.15. The stock reached a high of  ₹1518.35 and a low of  ₹1494. Overall, it experienced a decline from its opening price.",https://www.livemint.com/companies/varun-beverages-share-are-down-by-0-4-nifty-down-by-095-11725601774905.html,2024-09-06T05:49:34Z,-0.9241119027137756
1401,"Wipro Share Price Today : On the last trading day, Wipro’s stock opened at  ₹524 and closed slightly lower at  ₹523.5. During the day, it reached a high of  ₹529.85 and a low of  ₹520.45.",https://www.livemint.com/companies/wipro-share-are-down-by-0-27-nifty-down-by-095-11725601773500.html,2024-09-06T05:49:33Z,-0.9329470992088318
1402,"Yes Bank Share Price Today : On the last trading day, Yes Bank opened at  ₹23.4 and closed at  ₹23.15. The stock reached a high of  ₹23.54 and a low of  ₹23.12 during the day.",https://www.livemint.com/companies/yes-bank-share-are-down-by-1-07-nifty-down-by-095-11725601649939.html,2024-09-06T05:47:29Z,-0.9206489324569702
1403,"SJVN Share Price Today : On the last trading day, SJVN opened at  ₹132.75 and closed at  ₹130.35. The stock reached a high of  ₹133.25 and a low of  ₹129.75 during the day.",https://www.livemint.com/companies/sjvn-share-are-down-by-1-84-nifty-down-by-095-11725601648442.html,2024-09-06T05:47:28Z,-0.9389496445655823
1404,"Ntpc Share Price Today : On the last trading day, NTPC opened at  ₹403 and closed at  ₹393.45. The stock reached a high of  ₹404.6 and a low of  ₹392.7 during the session.",https://www.livemint.com/companies/ntpc-share-are-down-by-2-5-nifty-down-by-095-11725601646062.html,2024-09-06T05:47:25Z,-0.9303951263427734
1405,"GAIL India Share Price Today : On the last trading day, GAIL India opened at  ₹228.85 and closed at  ₹223.55. The stock reached a high of  ₹228.85 and a low of  ₹222.25 during the day.",https://www.livemint.com/companies/gail-india-share-are-down-by-1-99-nifty-down-by-094-11725601643712.html,2024-09-06T05:47:23Z,-0.9382544159889221
1406,"Jsw Steel Share Price Today : On the last trading day, Jsw Steel opened at  ₹926.4 and closed at  ₹916.55. The stock reached a high of  ₹929.9 and a low of  ₹911.55 during the day.",https://www.livemint.com/companies/jsw-steel-share-are-down-by-0-91-nifty-down-by-09-11725601522073.html,2024-09-06T05:45:21Z,-0.9447863698005676
1407,"JSW Energy Share Price Today : On the last trading day, JSW Energy opened at  ₹712 and closed at  ₹706. The stock reached a high of  ₹718.05 and a low of  ₹699.15 during the day.",https://www.livemint.com/companies/jsw-energy-share-are-down-by-1-15-nifty-down-by-09-11725601520228.html,2024-09-06T05:45:19Z,-0.9273792505264282
1408,"Adani Green Energy Share Price Today : On the last trading day, Adani Green Energy opened at  ₹1899 and closed at  ₹1888.95. The stock reached a high of  ₹1929.2 and a low of  ₹1875.5 during the day.",https://www.livemint.com/companies/adani-green-energy-share-are-down-by-0-09-nifty-down-by-089-11725601516688.html,2024-09-06T05:45:16Z,-0.8886905908584595
1409,"Power Grid Share Price Today : On the last trading day, Power Grid opened at  ₹333 and closed at  ₹325.65. The stock reached a high of  ₹333.3 and a low of  ₹325 during the day.",https://www.livemint.com/companies/power-grid-corporation-of-india-share-are-down-by-1-6-nifty-down-by-089-11725601514489.html,2024-09-06T05:45:14Z,-0.8861827850341797
1410,"IDFC  Share Price Today : On the last trading day, IDFC opened at  ₹113.7 and closed at  ₹111.25. The stock reached a high of  ₹114.3 and a low of  ₹111.1 during the day.",https://www.livemint.com/companies/idfc-share-are-down-by-2-11-nifty-down-by-084-11725601392991.html,2024-09-06T05:43:12Z,-0.9249560832977295
1411,"Florida football QB DJ Lagway made his first career start vs Samford. Here's what to know about the strong-armed, freshman Texan",https://www.gainesville.com/story/sports/college/football/2024/09/07/five-things-to-know-about-florida-football-qb-dj-lagway-in-starting-debut-billy-napier-tim-tebow/75095449007/,2024-09-07T23:07:56Z,0.0
1412,"Sep. 7—The East Central University football team stole all the momentum against No. 22 Henderson State when standout cornerback Gio Waller stole the ball for the Tigers early in the third quarter. Waller, a senior from San Antonio, Texas, scooped up a fumble …",https://www.theadanews.com/oklahoma/sports/reddies-pull-away-from-tigers-with-strong-finish/article_22f89aa2-6c63-11ef-9962-7788d57f81c9.html,2024-09-07T19:51:00Z,0.0
1413,Google Maps has rolled out the option to download offline maps on Wear OS smartwatches. Here's how to do it and why.,https://www.androidauthority.com/download-offline-google-maps-now-3477925/,2024-09-07T18:00:25Z,0.0
1414,"Whenever you buy a servo, it usually comes with a little baggie full of various plastic horns. Most of us pick our favorite and use it in our projects. Some of us hack them up, glue them back toget…",https://hackaday.com/2024/09/07/should-you-run-servo-horns-or-direct-couplings-in-your-rc-planes/,2024-09-07T17:00:42Z,0.0
1415,"The Canon RF 50mm f/1.2 L lens is a powerhouse, offering exceptional image quality and features at a hefty price of around $2,000. On the other hand, the RF 50mm f/1.8, affectionately known as the ""nifty fifty,"" costs just $200. With such a huge price differe…",https://fstoppers.com/reviews/canon-rf-50mm-showdown-premium-vs-budget-678879,2024-09-07T16:03:01Z,0.0
1416,"From robot vacuums that scale steps to AI-equipped appliances, IFA Berlin delivered tons of new innovations to make your smart home even more connected and convenient.
BERLIN–IFA celebrated its 100th birthday this year, and while the annual European tradeshow…",https://me.pcmag.com/en/robot-vacuums/25702/climbing-vacuums-ai-ovens-and-a-wire-free-kitchen-the-best-smart-home-tech-of-ifa-2024,2024-09-07T13:00:00Z,0.0
1417,"Nicole Kidman stars in a juicy, nifty little end-of-summer mystery on Netflix — where the people are beautiful, the arguments are public and sloppy, the house is gorgeous and the drinks are bottomless.",https://www.npr.org/2024/09/07/nx-s1-5103908/the-perfect-couple-netflix-nicole-kidman,2024-09-07T13:00:00Z,0.0
1418,"From robot vacuums that scale steps to AI-equipped appliances, IFA Berlin delivered tons of new innovations to make your smart home even more connected and convenient.
BERLIN–IFA celebrated its 100th birthday this year, and while the annual European tradeshow…",https://uk.pcmag.com/robot-vacuums/154254/climbing-vacuums-ai-ovens-and-a-wire-free-kitchen-the-best-smart-home-tech-of-ifa-2024,2024-09-07T13:00:00Z,0.0
1419,"If you're looking to escape into a good book, but don't want to carry around another device like a Kindle with you, the TCL 50 Pro Nxtpaper 5G might be the answer to your problems. TCL's combination of the sleek mobile phone hardware and e-book goodness is on…",https://www.pockettactics.com/tcl-50-pro-nxtpaper-5g,2024-09-07T12:27:51Z,0.0
1420,"The volatility spiked as well; the volatility barometer India VIX surged by 13.63% to 15.22 on a weekly basis. While setting a distinct corrective undertone, the headline index closed with a net weekly loss of 383.75 points (-1.52%)",https://economictimes.indiatimes.com/markets/stocks/news/dalal-street-week-ahead-nifty-may-continue-to-remain-under-corrective-pressure/articleshow/113149511.cms,2024-09-07T10:08:44Z,0.0
1421,"The 50 component index Nifty 50 as well Sensex closed nearly 1.2% lower today. The former closed 293 points lower at 24,852 while the latter dipped by 1,017 points to 81,184.",https://economictimes.indiatimes.com/markets/expert-view/fo-talk-nifty-faces-reversal-signals-and-weaker-breadth-key-support-at-24500-24400-sudeep-shah-of-sbi-securities/articleshow/113149013.cms,2024-09-07T09:46:48Z,0.0
1422,"We got crystals to find, mate.It's the weekend once again, so it's time to wash off the stresses of the work week and relax with a bit of gaming. But before we settle in, let's recap some of the bigger stories from this week.First up, it was a big week for 'S…",https://www.nintendolife.com/features/talking-point-what-are-you-playing-this-weekend-7th-september,2024-09-07T09:00:00Z,0.0
1423,"In the pre-internet days, camping overnight for tickets was all part of the fun.",https://www.thejournal.ie/queuing-for-gig-tickets-ireland-1990s-2000s-6478761-Sep2024/,2024-09-07T05:30:38Z,0.0
1424,"For Indian pharmaceutical companies, this scenario presents a distinct opportunity. Leveraging their established expertise and leadership in global COVID-19 vaccine distribution, along with robust supply chain efficiencies, Indian firms are strategically posi…",https://economictimes.indiatimes.com/markets/stocks/news/3-reasons-why-indian-pharma-is-getting-ready-for-unstoppable-growth/articleshow/113143854.cms,2024-09-07T05:23:31Z,0.0
1425,"Ashi Anand, Founder of IME Capital, expresses confidence in SBI despite a downgrade by Goldman Sachs. He highlights the bank's attractive growth and profitability. Anand also mentions increased weights in consumption and FMCG sectors due to signs of rural rec…",https://economictimes.indiatimes.com/markets/expert-view/not-too-concerned-about-goldman-downgrading-sbi-one-of-the-top-bets-in-portfolio-ashi-anand/articleshow/113143644.cms,2024-09-07T05:08:03Z,0.0
1426,"Rama Steel Tubes was the top gainer in the smallcap pack with nearly 60% return, followed by Refex Industries (32.3%), Kitex Garments (27%), and 63 Moons Technologies (26%).",https://economictimes.indiatimes.com/markets/stocks/news/45-smallcap-stocks-buck-the-trend-to-offer-double-digit-weekly-returns-amid-sharp-sell-off/articleshow/113142809.cms,2024-09-07T04:03:47Z,0.0
1427,"Beetlejuice Beetlejuice falls into the same trap that many other legacy sequels have, and that is justifying its existence. The first half of the movie is quite bad, with it being clear that this film has gone through many rewrites and scripts over the years,…",https://bleedingcool.com/movies/beetlejuice-beetlejuice-review-not-great-keaton-burton-ryder-ortega/,2024-09-07T03:47:11Z,0.0
1428,"​Looking at the near-term structure, if we sustain below to 25,000 level, yes, possibly we could see furthermore supply pressure in the continuation of this down move.",https://economictimes.indiatimes.com/markets/expert-view/3-top-stock-recommendations-from-rajesh-palviya/articleshow/113129915.cms,2024-09-07T03:31:00Z,0.0
1429,"In the MSCI Standard Index, which focuses on large and mid-cap companies, China retains the top weight at 24%, with India following at around 20%. India reclaimed the second spot in the index last November, overtaking Taiwan.",https://economictimes.indiatimes.com/markets/stocks/news/india-overtakes-china-in-msci-em-investable-market-index/articleshow/113141944.cms,2024-09-07T02:46:44Z,0.0
1430,"The regulations require overseas investment vehicles to provide granular details of all entities holding any ownership, economic interest, or exercising control, failing which they must liquidate their domestic holdings.",https://economictimes.indiatimes.com/markets/stocks/news/dalal-street-indices-tank-on-weak-global-cues/articleshow/113141439.cms,2024-09-07T02:00:48Z,-0.6652599573135376
1431,"It has almost gotten to the point where inspiring sports stories almost become a parody of themselves, so overrun is the genre with every conceivable variation. But with Unstoppable (not to be confused with the 2004 Wesley Snipes Unstoppable or the 2010 Denze…",http://deadline.com/2024/09/unstoppable-review-jennifer-lopez-jharrel-jerome-toronto-film-festival-1236079773/,2024-09-07T01:00:00Z,0.0
1432,Turn any bike into an e-bike in seconds with this nifty gadgetFox News View Full Coverage on Google News ...,https://slashdot.org/firehose.pl?op=view&amp;id=174938830,2024-09-07T00:52:16Z,0.0
1433,Top 5 Minimalist Wooden Furniture Designs To Enhance Your Home DecorWood is a wonderful and preferred material choice for furniture designers since like forever. And no wonder! There’s something about wood that instantly adds a...,https://www.yankodesign.com/2024/09/08/top-5-minimalist-wooden-furniture-designs-to-enhance-your-home-decor/,2024-09-08T23:30:19Z,0.0
1434,"In Operations mode, you'll be able to choose from six unique classes. Here's what you need to know about each one to maximize its success in the field.",https://www.digitaltrends.com/gaming/warhammer-40000-space-marine-2-best-class-perks-guide/,2024-09-08T23:00:44Z,0.0
1435,"Patrick Ta Beauty and Monse are both brands whose aesthetics—somehow simultaneously cutting-edge and classic—have a delightful synergy, making the partnership a great...",https://www.forbes.com/sites/celiashatzman/2024/09/08/patrick-ta-makes-his-runway-makeup-debut-at-new-york-fashion-week-with-monse/,2024-09-08T16:00:19Z,0.0
1436,"The Volvo EX90 gives the Swedish brand another all-electric SUV, this time of the bigger variety that can seat up to seven inside. It ultimately replaces the XC90 as the company’s premium luxury SUV, and features a newer chassis and platform design for larger…",https://mobilesyrup.com/2024/09/08/2025-volvo-ex90-test-drive/,2024-09-08T15:03:07Z,0.0
1437,"This past week Zwift announced a number of updates for their hardware. While I got slightly behind this week (more on why in the next few weeks, fear not, it’s all good!), I wanted to touch on this. If … Read More Here →",https://www.dcrainmaker.com/2024/09/zwift-ride-frame-now-available-standalone-new-zwift-cog-2-0-available-and-more.html,2024-09-08T12:14:26Z,0.0
1438,"Plus: Astro Bot for the PS5, the DJI Neo, Slow Horses Season 4, the GoPro Hero 13, and the best lesser-known creators on the web, in this week’s Installer newsletter.",https://www.theverge.com/2024/9/8/24237639/reeder-app-internet-feeds-astro-bot-gopro-dji-installer,2024-09-08T12:00:00Z,0.0
1439,"GoDaddy, Squarespace, Wix, and several other website builders have AI features that let you create a dream site without spending big bucks on a pricey design team.
AI is one of the broadest buzzwords in the tech world. Artificial Intelligence encompasses ever…",https://uk.pcmag.com/ai/154260/need-to-quickly-build-a-website-these-5-ai-tools-will-save-you-time-and-money,2024-09-08T12:00:00Z,0.0
1440,"The Nifty Midcap 100 and Nifty Smallcap 100 indices trade at price to earnings multiples of 39.5x and 25x on a 12-month forward basis compared with 10-year average multiples of 21.8x and 15.9x, respectively",https://www.thehindubusinessline.com/markets/pms-schemes-skew-towards-mid-small-caps-spark-concerns/article68618234.ece,2024-09-08T11:26:13Z,0.0
1441,Here's a complete look at Eagles' snap counts from Friday's win over the Packers in Brazil.,https://www.nbcsportsphiladelphia.com/nfl/philadelphia-eagles/eagles-snap-counts-zack-baun-doesnt-leave-the-field-in-opener/613629/?partner=yahoo,2024-09-08T11:00:00Z,0.0
1442,"India's Sensex and Nifty50 dropped over 1,000 points and 293 points, respectively, amid US recession fears and weak jobs data. European and US markets also declined, signaling further volatility.",https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-action-on-monday/articleshow/113167067.cms,2024-09-08T10:22:40Z,0.0
1443,"You may not have heard of nubia before, but something (that is, the camera, power and experience of using the Z60S Pro) tells me we'll be seeing a lot more of it in the future...",https://www.creativebloq.com/tech/phones-tablets/nubia-z60s-pro-review-this-midrange-phone-has-a-camera-on-par-with-many-flagships,2024-09-08T10:00:00Z,0.0
1444,"India's benchmark indices logged their worst week in three months on Friday, amid concerns over US recession fear, dragged by banking and IT stocks. The S&P BSE Sensex closed 1.24% lower at 81.183, while the NSE Nifty50 ended below the 24,900 mark. The short-…",https://m.economictimes.com/markets/stocks/news/market-trading-guide-canara-bank-sbi-card-among-6-stock-recommendations-for-monday/trading-guide/slideshow/113166675.cms,2024-09-08T09:53:11Z,0.0
1445,"India's benchmark indices logged their worst week in three months on Friday, amid concerns over US recession fear, dragged by banking and IT stocks. The S&P BSE Sensex closed 1.24% lower at 81.183, while the NSE Nifty50 ended below the 24,900 mark. The short-…",https://m.economictimes.com/markets/stocks/news/market-trading-guide-canara-bank-sbi-card-among-6-stock-recommendations-for-monday/trading-guide/slideshow/113166675.cms,2024-09-08T09:42:58Z,0.0
1446,Stream content and control your smart home devices from one place,https://www.androidpolice.com/how-to-create-a-smart-home-hub-with-the-google-tv-streamer/,2024-09-08T07:25:10Z,0.0
1447,"Colorado State collected its first win in a Rocky Mountain Showdown tuneup, but the cost might have lasting effects on the Rams' season.
The post CSU Rams handle Northern Colorado, but star wideout Tory Horton leaves game with injury appeared first on The Can…",http://www.thecannabist.co/2024/09/08/csu-rams-handle-northern-colorado-but-star-wideout-tory-horton-leaves-game-with-injury/136608/,2024-09-08T06:59:53Z,0.0
1448,"It’s been more than half a century since Helen Reddy sang, “I am woman, hear me roar!” but the line remains as good a mantra as any for Amy Adams’ ferocious lead performance in Marielle Heller’s tamer-than-expected “Nightbitch.” Identified only as “Mother” in…",https://variety.com/2024/film/reviews/nightbitch-review-amy-adams-1236136809/,2024-09-08T06:45:00Z,0.0
1449,The Google Pixel Watch 3's newest health features can do more than keep you fit; they could save your life,https://www.androidpolice.com/google-pixel-watch-3-health-and-wellness-features/,2024-09-08T06:40:27Z,0.0
1450,"Indian benchmark indices saw a significant drop of over 1% on Friday due to weak global signals and regulatory challenges. Analyst Sahaj Agrawal from Kotak Securities discussed the market outlook, highlighting critical resistance levels for Nifty and Bank Nif…",https://economictimes.indiatimes.com/markets/expert-view/fo-talk-market-lacks-strength-25350-critical-resistance-for-nifty-says-sahaj-agrawal-of-kotak-securities/articleshow/113162355.cms,2024-09-08T05:29:17Z,0.0
1451,Expert stock predictions often miss the mark due to consensus bias. Success lies in spotting undervalued stocks before the market does. Understanding market expectations and avoiding common advice can yield better returns,https://economictimes.indiatimes.com/markets/stocks/news/the-keynesian-beauty-contest-why-expert-forecasts-often-miss-the-mark/articleshow/113162137.cms,2024-09-08T05:14:41Z,0.0
1452,"Get market updates and investment advice from BL Portfolio, with expert insights on Nifty, stocks, and mutual funds.",https://www.thehindubusinessline.com/multimedia/video/nifty-and-bank-nifty-prediction-for-the-week-09-sep24-to-13-sep24/article68617161.ece,2024-09-08T04:30:00Z,0.0
1453,"The Indian benchmark indices have slipped back into fear mode over the last two trading sessions, with caution prevailing ahead of a key U.S. jobs report that could impact the Federal Reserve's decisions on the pace and scale of interest rate cuts.Broad-based…",https://m.economictimes.com/markets/stocks/news/top-9-large-cap-picks-with-upside-potential-of-31-from-axis-securities/solid-bets/slideshow/113161508.cms,2024-09-08T04:16:11Z,0.0
1454,"The Sensex ended a three-week winning streak with a 1.5% loss amid weak global cues and lack of favorable domestic news. Key factors to watch this week include Fed rate cut hopes, IPOs, crude oil rates, FII activity, global macroeconomic data, inflation data,…",https://economictimes.indiatimes.com/markets/stocks/news/will-nifty-get-rid-of-fridays-scar-watch-out-for-these-7-factors/articleshow/113160935.cms,2024-09-08T03:53:02Z,0.0
1455,"Colorado State collected its first win in a Rocky Mountain Showdown tuneup, but the cost might have lasting effects on the Rams' season.",https://www.denverpost.com/2024/09/07/csu-rams-unc-bears-tory-horton-injury/,2024-09-08T01:58:29Z,0.0
1456,"Many Indian consumer goods companies, including ITC and Maruti Suzuki, have reduced their R&D spending as a percentage of revenue over the past five years. Despite emphasizing innovation in their reports, only a few have marginally increased their R&D budgets…",https://economictimes.indiatimes.com/news/company/corporate-trends/consumer-goods-companies-talk-up-innovation-but-cut-down-rd-spends/articleshow/113157130.cms,2024-09-08T00:00:00Z,0.0
1457,"Many Indian consumer goods companies, including ITC and Maruti Suzuki, have reduced their R&D spending as a percentage of revenue over the past five years. Despite emphasizing innovation in their reports, only a few have marginally increased their R&D budgets…",https://economictimes.indiatimes.com/industry/cons-products/fmcg/consumer-goods-companies-talk-up-innovation-but-cut-down-rd-spends/articleshow/113157130.cms,2024-09-08T00:00:00Z,0.0
1458,Google's new Nest Learning Thermostat (4th Gen) is a perfect companion to the Home app's new updated UI,https://www.androidpolice.com/google-nest-learning-thermostat-4th-gen-review/,2024-09-09T22:00:10Z,0.0
1459,"In case you've been hiding under a rock, Apple's Glowtime event happened today, and some of the early parts of that slickly-produced video presentation (who else misses live demos? Just me?) were dedicated to the newly released Apple Watch Series 10. The hard…",https://hothardware.com/news/apple-watch-series-10-release-glowtime-ultra-2-new-color,2024-09-09T19:53:00Z,0.0
1460,"While the global market grappled with uncertainty, South and Southeastern Asia economies – particularly India, Indonesia and Malaysia – have emerged as unexpected investment hotspots. With strong GDP (gross domestic product) growth, favorable inflation rates …",https://dailyhodl.com/2024/09/09/stock-markets-in-south-and-southeastern-asia-octa-broker-takes-a-close-look-at-india-indonesia-and-malaysia/,2024-09-09T19:48:36Z,0.0
1461,"Apple recently held its big event to announce the iPhone 16 lineup with some pretty nifty upgrades for the next year. We are pretty sure that the device's hardware is more than capable of competing against the competition, and the new forthcoming Apple Intell…",https://wccftech.com/ios-18-release-date-announced/,2024-09-09T19:45:32Z,0.0
1462,"Together, the net worth of the world’s richest people is higher than Google’s market cap.",https://fortune.com/2024/09/09/elite-100-billion-dollar-club-loses-three-members-huang-dell-adani/,2024-09-09T19:32:17Z,0.0
1463,"Apple has just launched the iPhone 16 and iPhone 16 Plus, bringing Apple Intelligence and a nifty take on the camera shutter button.",https://www.androidauthority.com/apple-iphone-16-iphone-16-plus-3479799/,2024-09-09T18:16:37Z,0.0
1464,Apple has just announced the iPhone 16 Pro and the iPhone 16 Pro Max.,https://www.phonearena.com/news/iphone-16-pro-max-announced-with-larger-screens-faster-chipsets-and-apple-intelligence_id162273,2024-09-09T18:12:54Z,0.0
1465,"When Google finally announced the Pixel Watch 3, I was excited to get my hands on the device and see what had changed from the previous model to this new",https://www.androidheadlines.com/2024/09/google-pixel-watch-3-review-its-a-home-run.html,2024-09-09T17:02:10Z,0.0
1466,"Sixty-eight future first-round draft picks have changed hands, and we've ranked all of them by their value",https://www.cbssports.com/nba/news/ranking-all-68-traded-future-nba-first-round-picks-suns-face-surprising-rival-for-dubious-honor-of-of-no-1/,2024-09-09T17:01:54Z,0.0
1467,[Removed],https://removed.com,2024-09-09T16:15:22Z,0.0
1468,"Patrick Everson recaps a wild weekend in NFL betting action, including how one bettor turned a dime into $13,000 and how the Dolphins helped another bettor win huge.",https://www.foxsports.com/stories/nfl/nfl-week-1-big-bets-recap-bettor-wins-13k-after-wagering-dime-5-leg-parlay,2024-09-09T16:04:49Z,0.0
1469,"Domestic equity indices rose on Monday, with the Nifty 50 up 0.34% to 24,936 and the S&P BSE Sensex gaining 0.46% to 81,559. Analysts suggest resistance at 25,000-25,100 and support at 24,800-24,785, with a potential trend reversal if lower support levels are…",https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-action-on-tuesday/articleshow/113201304.cms,2024-09-09T15:39:55Z,0.0
1470,"Indian benchmark equity indices ended higher in a choppy session on Monday, led by gains in banking and consumer goods stocks. The S&P BSE Sensex closed 0.46% higher at 81,559, while the NSE Nifty50 ended above the 24,900 mark. The short-term trend of Nifty r…",https://m.economictimes.com/markets/stocks/news/market-trading-guide-tata-motors-jsw-energy-among-5-stock-recommendations-for-tuesday/stock-ideas/slideshow/113200937.cms,2024-09-09T15:16:50Z,0.0
1471,"Sebi lifted restrictions on Infosys employees and related entities, dismissing insider trading charges. The regulator vacated previous orders from 2021, allowing the affected individuals and entities to access the securities market and releasing any impounded…",https://economictimes.indiatimes.com/markets/stocks/news/sebi-dismisses-insider-trading-charges-against-infosys-staff-entities-lifts-market-restrictions/articleshow/113200069.cms,2024-09-09T14:40:36Z,0.0
1472,"ETMarkets Livestream is hosting a masterclass on commodities with experts Gnanasekar Thiagarajan and Yeswant Rao on September 28. The event, from 10:30 am to 4 pm, will cover metals, energy, agriculture, and trading strategies, helping both commodity and equi…",https://economictimes.indiatimes.com/markets/commodities/beyond-stock-market-how-to-ace-commodity-trading/articleshow/113199189.cms,2024-09-09T13:55:12Z,0.0
1473,"Sensex and Nifty Close Higher: The BSE Sensex gained 375 points (+0.46%) to settle at 81,559, while the NSE Nifty50 rose by 93 points (+0.34%) to close at 24,936. Gains in banking and consumer stocks helped offset concerns over the U.S. economy following last…",https://economictimes.indiatimes.com/markets/stocks/etmarkets-podcast/et-market-watch-sensex-up-376-points-on-fmcg-gains-nifty-closes-above-24900-level/podcast/113198731.cms,2024-09-09T13:31:20Z,0.0
1474,Live life a quarter mile at a time,https://www.gamesradar.com/entertainment/33-greatest-fast-and-furious-moments/,2024-09-09T13:26:10Z,0.0
1475,"Although the Nifty's short-term trend is still weak, the market shows promising signs of a sustainable recovery after a minor dip. According to Nagaraj Shetti of HDFC Securities, crossing the 25,150 level is crucial for confirming a potential upward trend rev…",https://economictimes.indiatimes.com/markets/stocks/news/tech-view-nifty-needs-to-break-out-above-25150-for-trend-reversal-how-to-trade-on-tuesday/articleshow/113198063.cms,2024-09-09T13:03:22Z,0.0
1476,"Amid market buoyancy,  19 IPO filings in August, most  in three years high",https://www.business-standard.com/markets/ipo/with-19-ipo-filings-in-august-india-inc-seizing-the-moment-to-go-public-124090900838_1.html,2024-09-09T12:10:04Z,0.0
1477,"GMR Airports Infrastructure will acquire a 10% stake in Delhi International Airport Limited (DIAL) from Fraport AG for $126 million. GMR, which already holds 64% of DIAL, anticipates completing the transaction within 180 days.",https://economictimes.indiatimes.com/markets/stocks/news/gmr-airports-to-acquire-10-stake-in-delhi-international-airport-at-estimated-126-million/articleshow/113196095.cms,2024-09-09T11:58:13Z,0.0
1478,The Nifty Auto index closed 0.12 per cent  down  at 25495.25.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-falls-0-12/articleshow/113196046.cms,2024-09-09T11:56:33Z,0.0
1479,The 30-share BSE Sensex closed  up  375.61 points at 81559.54,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-rises/articleshow/113195704.cms,2024-09-09T11:46:24Z,-0.5269387364387512
1480,"Deep Industries,  CL Educate,  TBZ,  Syncom Form and  Balu Forge Ind, hit their fresh 52-week highs during the day.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse-in-todays-trade/articleshow/113195414.cms,2024-09-09T11:36:14Z,0.0
1481,"Domestic equity indices ended the trading day with modest gains, reflecting a cautious optimism in the market. The Nifty 50 index closed above the 24,900 level, despite hitting a low of 24,753.15 earlier in the session. FMCG and private banking stocks were th…",https://www.business-standard.com/markets/capital-market-news/indices-edge-up-amid-global-jitters-nifty-ends-above-24-900-124090900822_1.html,2024-09-09T11:36:00Z,0.0
1482,"The Indian rupee traded in a narrow range and slipped 1 paisa to close at 83.96 against the American currency on Monday, as the support from a positive trend in equity markets was offset by a strong US dollar against major crosses overseas. Indian shares eked…",https://www.business-standard.com/markets/capital-market-news/inr-ends-marginally-lower-amid-range-bound-moves-124090900794_1.html,2024-09-09T11:36:00Z,-0.8150162100791931
1483,The NSE Nifty index closed 84.25 points  up  at 24936.4,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/113195259.cms,2024-09-09T11:31:09Z,0.0
